Name,Price,Rating,Spec1,Spec2,Spec3,Spec4,Spec5,Spec6,Brand
Motorola Moto G96 5G (8GB RAM + 256GB),"₹20,690",4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor","8 GB RAM, 256 GB inbuilt",5500 mAh Battery with 33W Fast Charging,"6.67 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,motorola
Motorola Edge 60 Stylus,"₹23,199",4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 68W Fast Charging,"6.7 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 13 MP Dual Rear & 32 MP Front Camera,motorola
Motorola Moto G64 5G,"₹15,199",4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 7025, Octa Core, 2.5 GHz Processor","8 GB RAM, 128 GB inbuilt",6000 mAh Battery with 33W Fast Charging,"6.5 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,motorola
Motorola Edge 70 Fusion,"₹24,990",4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi",Octa Core Processor,"8 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"6.74 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 50 MP Dual Rear & 32 MP Front Camera,motorola
Motorola Moto G56 5G,"₹15,990",4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7060, Octa Core, 2.6 GHz Processor","8 GB RAM, 256 GB inbuilt",5200 mAh Battery with 30W Fast Charging,"6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,motorola
Motorola Moto G35 5G,"₹10,399",4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Unisoc T760, Octa Core, 2.2 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,motorola
Motorola Edge 60 Fusion 5G (12GB RAM + 256GB),"₹24,875",4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 7400, Octa Core, 2.5 GHz Processor","12 GB RAM, 256 GB inbuilt",5500 mAh Battery with 68W Fast Charging,"6.7 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 13 MP Dual Rear & 32 MP Front Camera,motorola
Motorola Moto Edge 50 Neo,"₹21,447",4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7300, Octa Core, 2.5 GHz Processor","8 GB RAM, 256 GB inbuilt",4310 mAh Battery with 68W Fast Charging,"6.4 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 13 MP + 10 MP Triple Rear & 32 MP Front Camera,motorola
Motorola Moto G86 5G,"₹28,999",4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7300, Octa Core, 2.5 GHz Processor","8 GB RAM, 256 GB inbuilt",5200 mAh Battery with 30W Fast Charging,"6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,motorola
Motorola Moto G85 5G (12GB RAM + 256GB),"₹19,999",4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 6s Gen3, Octa Core, 2.3 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,motorola
iQOO Z10R,"₹19,499",NA,NA,NA,NA,NA,NA,NA,motorola
Oppo K13,"₹17,668",NA,NA,NA,NA,NA,NA,NA,motorola
Samsung Galaxy F36 5G,"₹17,499",NA,NA,NA,NA,NA,NA,NA,motorola
CMF Phone 2 Pro,"₹18,264",NA,NA,NA,NA,NA,NA,NA,motorola
Motorola Edge 60 Ultra,"₹69,990",4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 512 GB inbuilt",4600 mAh Battery with 150W Fast Charging,"6.82 inches, 1200 x 2780 px, 165 Hz Display with Punch Hole",200 MP + 50 MP + 50 MP Triple Rear & 60 MP Front Camera,motorola
Motorola Moto E32,"₹4,500",4.45,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G37, Octa Core, 2.3 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 10W Fast Charging,"6.5 inches, 720 x 1600 px, 90 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,motorola
Motorola Edge 60 Pro (12GB RAM + 256GB),"₹34,400",4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Dimensity 8350 Extreme, Octa Core, 3.35 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 90W Fast Charging,"6.7 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 10 MP Triple Rear & 50 MP Front Camera,motorola
Motorola Moto G95 5G,"₹22,990",4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 6 Gen4, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5600 mAh Battery with 33W Fast Charging,"6.74 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 12 MP Dual Rear & 32 MP Front Camera,motorola
Motorola Edge 50 Fusion (12GB RAM + 256GB),"₹21,960",4.25,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 68W Fast Charging,"6.67 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",50 MP + 13 MP Dual Rear & 32 MP Front Camera,motorola
Motorola Moto G62 (8GB RAM + 128GB),"₹11,999",4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with Fast Charging,"6.55 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,motorola
Motorola Moto G45 5G,"₹10,840",4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 6s Gen3, Octa Core, 2.3 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 20W Fast Charging,"6.5 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,motorola
Motorola Moto G05,"₹7,890",4.75,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Helio G81 Ultra, Octa Core, 2 GHz Processor","4 GB RAM, 64 GB inbuilt",5200 mAh Battery with 18W Fast Charging,"6.67 inches, 720 x 1604 px, 90 Hz Display with Punch Hole",50 MP Rear & 8 MP Front Camera,motorola
